id,name,lastname,email,gender,age,phone,document,documentNumber,isClient,district,qualification,isIndependent,occupation,company,sector,annualSalary,hasDebt,totalDebtAmount,hasBlacklist,creditScore,creditLine,requestedAmount,term,quota,creditType,agreedAmount,interestRate,authorizer,store,timestamp
457,Marlene,Colyer,mcolyerco@techcrunch.com,Polygender,40,929 989 6686,PASSPORT,50186610,false,Punta negra,APROBADO,false,Assistant Professor,Realpoint,n/a,441499,true,90644,false,0.55,57911,25186,42,599,VEHICULAR,80232,0.65,mcolyerco,La victoria,2023-07-30 23:46:29
458,Rachele,Lillegard,rlillegardcp@yelp.com,Female,19,603 647 3982,DNI,85643357,false,El agustino,INVESTIGADO,false,Quality Control Specialist,Kaymbo,Health Care,821111,false,null,true,0.18,58109,190801,58,3289,PERSONAL,208621,0.51,rlillegardcp,Comas,2023-07-30 23:46:29
459,Arman,Ubsdell,aubsdellcq@forbes.com,Male,49,606 820 3335,PASSPORT,24580171,true,Santa Rosa,INVESTIGADO,false,Environmental Tech,Minyx,n/a,421667,false,null,true,0.31,17156,153665,50,3073,PERSONAL,61226,0.26,,Punta hermosa,2023-07-30 23:46:29
460,Heindrick,Duckerin,hduckerincr@imdb.com,Male,30,407 261 7254,CE,98772505,false,Cercado de Lima,INVESTIGADO,false,Desktop Support Technician,Brainlounge,Health Care,342131,true,58361,true,0.79,62015,96660,48,2013,COMERCIAL,63887,0.26,,Chaclacayo,2023-07-30 23:46:29
461,Donalt,Maciunas,dmaciunascs@liveinternet.ru,Agender,60,915 899 2485,PASSPORT,57228473,true,Villa Maria del Triunfo,INVESTIGADO,false,Geologist II,Feedfire,n/a,681642,true,38265,false,0.65,31193,290984,31,9386,ESTUDIOS,263037,0.29,dmaciunascs,Lurigancho,2023-07-30 23:46:29
462,Farand,Targetter,ftargetterct@naver.com,Female,57,,PASSPORT,88883491,true,San Juan de Lurigancho,APROBADO,true,Structural Engineer,null,null,267002,false,null,false,0.26,53249,168274,14,12019,PERSONAL,180134,0.34,ftargetterct,Carabayllo,2023-07-30 23:46:29
463,Elbertina,Sailor,esailorcu@tuttocitta.it,Genderfluid,42,465 845 6229,CE,54002764,false,Pucusana,APROBADO,false,Chief Design Engineer,Browsecat,Public Utilities,521673,true,74847,false,0.68,93143,128673,17,7569,VEHICULAR,179721,0.26,esailorcu,Santa Rosa,2023-07-30 23:46:29
464,Mozes,Paolillo,mpaolillocv@seesaa.net,Male,62,230 491 8760,DNI,80333085,false,Chaclacayo,RECHAZADO,false,Staff Accountant II,Realblab,Technology,436720,true,82513,false,0.32,90179,226405,17,13317,ESTUDIOS,231542,0.11,mpaolillocv,Cieneguilla,2023-07-30 23:46:29
465,Keir,Guntrip,kguntripcw@illinois.edu,Genderfluid,54,153 107 5276,DNI,88762037,true,,APROBADO,true,Compensation Analyst,null,null,233013,false,null,true,0.81,39973,86117,24,3588,PERSONAL,168521,0.2,kguntripcw,Los olivos,2023-07-30 23:46:29
466,Starlene,Felmingham,sfelminghamcx@ameblo.jp,Female,64,525 489 2518,PASSPORT,74124238,true,Lurín,RECHAZADO,false,Speech Pathologist,Gigashots,Finance,584639,true,90049,false,0.78,42495,272279,26,10472,PERSONAL,150728,0.64,sfelminghamcx,Cercado de Lima,2023-07-30 23:46:29
467,Mathe,Langlois,mlangloiscy@google.ca,Genderqueer,40,100 624 6123,CE,87927479,false,Pachacámac,APROBADO,true,Nurse Practicioner,null,null,54988,true,2599,false,0.48,87813,48524,35,1386,PERSONAL,8827,0.57,mlangloiscy,San Juan de Miraflores,2023-07-30 23:46:29
468,Rich,Klimek,rklimekcz@cisco.com,Male,40,570 472 9809,CE,72780121,true,San Martin de Porres,INVESTIGADO,false,Information Systems Manager,Dynabox,n/a,740726,false,null,false,0.62,79639,27677,46,601,HIPOTECARIO,94929,0.24,,San Martin de Porres,2023-07-30 23:46:29
469,Urbano,Tristram,utristramd0@odnoklassniki.ru,Male,49,365 881 2814,CE,28614250,false,Cieneguilla,INVESTIGADO,false,Analyst Programmer,Avaveo,Capital Goods,572476,false,null,false,0.83,69647,136526,31,4404,VEHICULAR,205491,0.22,utristramd0,San isidro,2023-07-30 23:46:29
470,Lilyan,Growcock,lgrowcockd1@netlog.com,Female,18,963 446 6956,PASSPORT,98138288,true,San Juan de Lurigancho,RECHAZADO,true,Staff Accountant II,null,null,731301,false,null,false,0.35,25160,39686,55,721,ESTUDIOS,280516,0.58,lgrowcockd1,Chorrillos,2023-07-30 23:46:29
471,Elsbeth,Merrifield,emerrifieldd2@w3.org,Female,30,413 730 2281,DNI,73356128,true,Santa María del Mar,INVESTIGADO,true,Web Designer III,null,null,121132,true,12355,true,0.85,4020,276166,48,5753,COMERCIAL,228223,0.1,emerrifieldd2,Santiago de Surco,2023-07-30 23:46:29
472,Bailey,Krug,bkrugd3@storify.com,Male,24,810 965 9200,CE,13957238,false,Villa el Salvador,APROBADO,true,Structural Engineer,null,null,900866,true,14900,false,0.24,64151,144410,23,6278,ESTUDIOS,16753,0.18,bkrugd3,Villa Maria del Triunfo,2023-07-30 23:46:29
473,Kata,Pile,kpiled4@umich.edu,Female,24,380 471 7181,CE,15597233,false,Puente piedra,RECHAZADO,false,Paralegal,Feedfire,n/a,804096,true,80911,true,0.89,46587,147604,30,4920,HIPOTECARIO,47527,0.3,kpiled4,Lince,2023-07-30 23:46:29
474,Noah,Bradford,nbradfordd5@stumbleupon.com,Male,41,321 404 5428,PASSPORT,16768093,true,San bartolo,INVESTIGADO,false,Budget/Accounting Analyst III,Yambee,n/a,175388,true,4747,true,0.57,78282,239025,42,5691,COMERCIAL,194291,0.19,nbradfordd5,Jesús maría,2023-07-30 23:46:29
475,Jarrad,Grigoriscu,,Male,29,292 293 7523,DNI,82457039,false,San Martin de Porres,APROBADO,true,Mechanical Systems Engineer,null,null,85053,true,1097,true,0.38,46859,144264,42,3434,PERSONAL,221473,0.14,jgrigoriscud6,Miraflores,2023-07-30 23:46:29
476,Devonna,Deluce,ddeluced7@cafepress.com,Female,37,,DNI,13674286,false,Rímac,APROBADO,true,Help Desk Operator,null,null,300491,true,70278,true,0.79,69604,266592,37,7205,COMERCIAL,270941,0.55,ddeluced7,Santiago de Surco,2023-07-30 23:46:29
477,Stearne,Kilmister,skilmisterd8@netvibes.com,Male,48,533 900 5603,PASSPORT,30425760,true,Pachacámac,INVESTIGADO,true,Registered Nurse,null,null,816109,false,null,true,0.82,81348,11478,23,499,COMERCIAL,103255,0.3,skilmisterd8,Comas,2023-07-30 23:46:29
478,Filmer,Campes,fcampesd9@purevolume.com,Male,58,703 128 9699,CE,78991307,true,San borja,INVESTIGADO,false,Desktop Support Technician,Skimia,Capital Goods,980486,true,84862,true,0.73,72050,196262,23,8533,VEHICULAR,122920,0.55,fcampesd9,La molina,2023-07-30 23:46:29
479,Prescott,Beasley,pbeasleyda@weather.com,Male,59,,DNI,50022997,false,Punta hermosa,INVESTIGADO,true,Account Coordinator,null,null,423696,false,null,true,0.67,73405,87889,22,3994,HIPOTECARIO,61281,0.33,pbeasleyda,Santiago de Surco,2023-07-30 23:46:29
480,Sherri,Finney,sfinneydb@cloudflare.com,Female,43,669 750 9640,DNI,48308818,false,San Luis,INVESTIGADO,false,GIS Technical Architect,Jaxspan,Basic Industries,648531,false,null,true,1.0,16526,158517,44,3602,PERSONAL,130921,0.21,sfinneydb,Puente piedra,2023-07-30 23:46:29
481,Rosie,Jermyn,rjermyndc@washingtonpost.com,Female,34,360 806 1482,DNI,17193300,true,San bartolo,RECHAZADO,true,Information Systems Manager,null,null,452041,false,null,false,0.66,11876,49717,49,1014,VEHICULAR,85068,0.4,rjermyndc,San Juan de Miraflores,2023-07-30 23:46:29
482,Bartholomeo,Seakes,bseakesdd@quantcast.com,Male,57,,DNI,76261663,true,Comas,INVESTIGADO,true,Software Engineer IV,null,null,638871,false,null,false,0.45,43247,164444,24,6851,VEHICULAR,146184,0.34,,Villa Maria del Triunfo,2023-07-30 23:46:29
483,Maurise,Ephson,mephsonde@nifty.com,Female,42,984 723 9708,DNI,23381434,true,Barranco,INVESTIGADO,true,Web Designer III,null,null,384416,true,75865,true,0.56,58751,245017,49,5000,VEHICULAR,79289,0.3,mephsonde,Punta negra,2023-07-30 23:46:29
484,Parrnell,Hruska,phruskadf@cmu.edu,Male,59,787 320 9094,PASSPORT,31696607,false,San Martin de Porres,RECHAZADO,true,Dental Hygienist,null,,154745,true,91353,false,0.59,22477,108803,45,2417,HIPOTECARIO,83149,0.6,phruskadf,San Miguel,2023-07-30 23:46:29
485,Dewey,Caves,dcavesdg@cisco.com,Male,50,192 357 8968,PASSPORT,44154611,true,Punta negra,RECHAZADO,true,Accountant II,null,null,557404,false,null,true,0.72,35600,37380,36,1038,ESTUDIOS,145886,0.18,dcavesdg,Miraflores,2023-07-30 23:46:29
486,Rollin,Reames,rreamesdh@google.de,Male,44,473 787 0697,PASSPORT,95467085,true,Rímac,APROBADO,false,Account Representative III,Mynte,Finance,703696,false,null,false,0.64,73152,45027,50,900,ESTUDIOS,84887,0.58,rreamesdh,Lurigancho,2023-07-30 23:46:29
487,Hilarius,Churchill,hchurchilldi@barnesandnoble.com,Male,32,546 915 6488,CE,14231338,true,Cieneguilla,INVESTIGADO,true,Accounting Assistant II,null,null,796592,true,31887,true,0.74,33789,270741,38,7124,ESTUDIOS,271273,0.47,hchurchilldi,Punta hermosa,2023-07-30 23:46:29
488,Fanny,Pickover,fpickoverdj@state.gov,Female,39,441 483 0835,DNI,33380627,true,,INVESTIGADO,true,Nurse Practicioner,null,null,554266,false,null,false,0.63,96586,149664,33,4535,VEHICULAR,21305,0.45,fpickoverdj,Punta negra,2023-07-30 23:46:29
489,Seth,Stallion,sstalliondk@army.mil,Male,49,464 812 5085,CE,72310227,true,Miraflores,INVESTIGADO,true,Assistant Manager,null,null,76228,true,48592,false,0.45,56025,270207,47,5749,COMERCIAL,291265,0.36,sstalliondk,Pachacámac,2023-07-30 23:46:29
490,Renae,Straneo,rstraneodl@blogs.com,Female,37,841 739 1410,DNI,46759942,true,El agustino,APROBADO,false,VP Accounting,Vitz,,440613,true,58970,true,0.2,29693,126718,16,7919,HIPOTECARIO,48791,0.27,rstraneodl,Jesús maría,2023-07-30 23:46:29
491,Pennie,Fortun,pfortundm@theatlantic.com,Female,65,343 481 6552,DNI,71501231,true,Pueblo libre,RECHAZADO,true,VP Product Management,null,null,272775,true,69389,false,1.0,38867,199751,44,4539,VEHICULAR,215269,0.31,pfortundm,Rímac,2023-07-30 23:46:29
492,Tally,Corradetti,tcorradettidn@amazon.co.uk,Female,50,834 121 4947,DNI,10332421,false,Rímac,APROBADO,true,Technical Writer,null,null,438061,false,null,true,0.71,12346,261797,32,8181,PERSONAL,114652,0.14,tcorradettidn,Chaclacayo,2023-07-30 23:46:29
493,Scotty,Cudbertson,scudbertsondo@nhs.uk,Male,53,438 649 9037,PASSPORT,88324219,true,San isidro,APROBADO,true,Graphic Designer,null,null,290811,true,15882,true,0.77,5405,27872,13,2144,COMERCIAL,255497,0.59,scudbertsondo,Ancón,2023-07-30 23:46:29
494,Augustine,Pitkeathley,apitkeathleydp@shinystat.com,Female,38,,PASSPORT,96622384,false,,INVESTIGADO,true,Operator,null,null,98711,true,29899,true,0.27,54453,75507,38,1987,COMERCIAL,275914,0.17,apitkeathleydp,Los olivos,2023-07-30 23:46:29
495,Chev,Currao,ccurraodq@chronoengine.com,Male,20,345 930 0873,PASSPORT,24911325,false,,RECHAZADO,true,Registered Nurse,null,null,913347,true,92925,true,0.32,10592,162705,49,3320,ESTUDIOS,294242,0.48,ccurraodq,Magdalena del mar,2023-07-30 23:46:29
496,Cesaro,Heaselgrave,cheaselgravedr@ucoz.ru,Male,65,367 430 9898,CE,51766562,false,San Juan de Miraflores,INVESTIGADO,false,VP Product Management,Youopia,Consumer Services,304913,true,57041,false,0.96,89899,130294,47,2772,ESTUDIOS,41262,0.23,cheaselgravedr,Cieneguilla,2023-07-30 23:46:29
497,Rayshell,Spelling,rspellingds@zimbio.com,Female,61,550 126 0205,CE,34652757,true,Comas,RECHAZADO,false,VP Sales,Skiptube,n/a,602501,false,null,true,0.67,99785,124652,51,2444,ESTUDIOS,275737,0.12,rspellingds,Pachacámac,2023-07-30 23:46:29
498,Kalina,Monaghan,kmonaghandt@posterous.com,Female,37,614 313 8277,DNI,97146346,true,Santa Anita,INVESTIGADO,false,Account Representative IV,Feedmix,n/a,279013,true,45865,false,0.22,8255,262078,24,10919,PERSONAL,232074,0.61,kmonaghandt,Santa María del Mar,2023-07-30 23:46:29
499,Vanessa,De Bruyne,vdebruynedu@bloglovin.com,Female,39,364 611 6826,PASSPORT,34343101,true,Chaclacayo,RECHAZADO,true,Recruiting Manager,null,null,162784,false,null,true,0.25,81408,189017,54,3500,VEHICULAR,268598,0.32,vdebruynedu,Cercado de Lima,2023-07-30 23:46:29
500,Dionne,Whooley,dwhooleydv@shinystat.com,Female,39,327 390 5401,DNI,82114020,true,Villa Maria del Triunfo,APROBADO,true,Financial Advisor,null,null,243720,true,88963,true,0.88,20685,61110,60,1018,PERSONAL,174017,0.2,dwhooleydv,Rímac,2023-07-30 23:46:29
501,Virginia,De Cruz,vdecruzdw@wp.com,Female,49,610 543 6777,PASSPORT,39252916,true,San Juan de Miraflores,INVESTIGADO,true,Pharmacist,null,null,917331,true,32770,false,0.83,7381,76705,28,2739,PERSONAL,37300,0.41,vdecruzdw,Ate,2023-07-30 23:46:29
502,Raynor,Surplice,,Male,29,686 468 1364,DNI,52039172,true,Santa Rosa,RECHAZADO,false,Quality Control Specialist,Flashspan,n/a,407236,true,74537,true,0.81,78722,18252,30,608,PERSONAL,144544,0.35,rsurplicedx,Santa Anita,2023-07-30 23:46:29
503,Andy,Keuntje,akeuntjedy@aol.com,Male,30,232 926 4832,CE,74549852,false,Pachacámac,APROBADO,false,Marketing Assistant,Oloo,n/a,486869,false,null,true,0.25,25857,197361,57,3462,HIPOTECARIO,159771,0.59,akeuntjedy,Lurín,2023-07-30 23:46:29
504,Alfy,Sawford,,Male,37,935 817 0917,PASSPORT,86422454,true,Chaclacayo,APROBADO,true,Editor,null,null,96729,false,null,false,0.52,18367,48018,26,1846,COMERCIAL,15892,0.4,,Villa el Salvador,2023-07-30 23:46:29
505,Scot,Ximenez,sximeneze0@hubpages.com,Agender,56,828 201 2548,DNI,44054691,true,Lurín,RECHAZADO,true,Information Systems Manager,null,null,160226,false,null,false,0.53,54381,262043,22,11911,ESTUDIOS,77141,0.16,sximeneze0,Carabayllo,2023-07-30 23:46:29
506,Rosene,Andrysiak,,Female,61,174 185 0608,DNI,28605774,false,Los olivos,INVESTIGADO,false,Editor,Bluejam,Technology,245375,true,1152,false,0.55,39731,268593,26,10330,HIPOTECARIO,218175,0.36,,Ancón,2023-07-30 23:46:29
507,Giulia,Smerdon,gsmerdone2@i2i.jp,Female,31,232 571 4384,CE,39279418,false,Santa María del Mar,APROBADO,false,Structural Engineer,Thoughtstorm,,672196,true,90622,true,0.54,22478,67035,58,1155,VEHICULAR,128717,0.17,gsmerdone2,San Miguel,2023-07-30 23:46:29
508,Kamila,Cracknall,kcracknalle3@cnet.com,Female,58,813 720 5439,DNI,76737383,true,Punta hermosa,INVESTIGADO,true,Graphic Designer,null,null,37431,true,13549,false,0.94,19158,78480,47,1669,PERSONAL,175022,0.45,kcracknalle3,Lurigancho,2023-07-30 23:46:29
509,Hebert,Jantot,hjantote4@hexun.com,Male,37,915 114 5062,CE,82730809,true,San isidro,APROBADO,true,Health Coach III,null,null,880205,false,null,false,0.54,38275,17690,35,505,HIPOTECARIO,150457,0.34,hjantote4,Puente piedra,2023-07-30 23:46:29
510,Stephenie,Haggie,shaggiee5@aol.com,Female,43,939 398 8773,DNI,98967465,true,Santa Anita,RECHAZADO,false,Technical Writer,Meezzy,n/a,755001,true,36622,false,0.4,29366,273517,58,4715,ESTUDIOS,184762,0.34,shaggiee5,Cercado de Lima,2023-07-30 23:46:29
511,Feliks,Bryers,fbryerse6@livejournal.com,Male,44,916 496 0501,PASSPORT,54678004,true,Punta hermosa,INVESTIGADO,false,Systems Administrator I,Layo,n/a,492661,false,null,true,0.48,47850,132196,60,2203,HIPOTECARIO,249630,0.43,fbryerse6,Independencia,2023-07-30 23:46:29
512,Angela,Fernie,aferniee7@independent.co.uk,Female,21,110 593 6341,DNI,77468614,true,Pueblo libre,RECHAZADO,false,Database Administrator II,Lajo,Technology,880947,false,null,false,0.2,9291,295160,20,14758,VEHICULAR,13433,0.57,aferniee7,Pachacámac,2023-07-30 23:46:29
513,Thorin,Dudeney,tdudeneye8@prlog.org,Male,49,590 389 5223,DNI,28496720,true,Pueblo libre,APROBADO,true,Actuary,null,null,356098,false,null,true,0.33,56382,298744,18,16596,PERSONAL,193704,0.52,tdudeneye8,Punta negra,2023-07-30 23:46:29
514,Hildy,Applewhaite,happlewhaitee9@yellowpages.com,Female,62,619 459 2647,CE,33006832,false,Surquillo,APROBADO,true,Marketing Assistant,null,,462172,false,null,true,0.16,20591,193134,31,6230,HIPOTECARIO,27645,0.37,happlewhaitee9,Cieneguilla,2023-07-30 23:46:29
515,Britni,des Remedios,bdesremediosea@yelp.com,Female,20,272 543 3618,CE,65293352,false,Santiago de Surco,APROBADO,true,Senior Cost Accountant,null,null,243928,false,null,false,0.31,80511,223644,32,6988,HIPOTECARIO,268557,0.1,,Cercado de Lima,2023-07-30 23:46:29
516,Spenser,Groome,sgroomeeb@list-manage.com,Male,24,,PASSPORT,57120380,false,Comas,RECHAZADO,false,Senior Developer,Feedfish,,610792,true,45938,true,0.75,60280,190437,56,3400,ESTUDIOS,47318,0.34,sgroomeeb,Lince,2023-07-30 23:46:29
517,Torrie,Aron,taronec@ted.com,Female,53,156 604 9257,PASSPORT,57969302,true,Puente piedra,RECHAZADO,false,Occupational Therapist,Zoomcast,,703553,true,9280,false,0.78,64431,66368,56,1185,ESTUDIOS,148248,0.24,taronec,Lurigancho,2023-07-30 23:46:29
518,Lynelle,Aucoate,laucoateed@edublogs.org,Genderfluid,21,806 485 7150,CE,80424164,false,Barranco,APROBADO,false,Nuclear Power Engineer,Yotz,Consumer Services,421303,false,null,true,0.4,6791,266586,60,4443,VEHICULAR,201963,0.45,laucoateed,Chorrillos,2023-07-30 23:46:29
519,Annamaria,Yesinin,ayesininee@xinhuanet.com,Female,47,890 469 2324,CE,20819901,false,Jesús maría,INVESTIGADO,false,Nurse,Chatterpoint,,595620,true,66469,false,0.57,10611,70530,26,2712,ESTUDIOS,158455,0.49,ayesininee,San Luis,2023-07-30 23:46:29
520,Lanny,Alsford,lalsfordef@cdbaby.com,Female,46,135 225 5559,PASSPORT,30623668,false,Independencia,INVESTIGADO,false,Pharmacist,Agivu,Health Care,187393,true,49093,false,0.25,19392,225364,48,4695,ESTUDIOS,141723,0.33,lalsfordef,La victoria,2023-07-30 23:46:29
521,Mason,Tatchell,,Male,41,617 363 8936,DNI,15281232,true,Santa María del Mar,INVESTIGADO,true,Web Designer II,null,null,567365,true,47948,false,0.71,50660,215619,18,11978,PERSONAL,40626,0.55,mtatchelleg,Jesús maría,2023-07-30 23:46:29
522,Arlen,Wilkennson,awilkennsoneh@tamu.edu,Male,55,581 168 7229,DNI,43191254,false,Los olivos,APROBADO,true,VP Sales,null,null,845637,true,4673,false,0.62,12799,240142,29,8280,PERSONAL,108701,0.17,awilkennsoneh,Punta negra,2023-07-30 23:46:29
523,Arlena,Jarrette,ajarretteei@examiner.com,Female,43,706 299 9025,PASSPORT,58771148,true,Ate,INVESTIGADO,true,Health Coach III,null,,723244,true,50627,true,0.63,55615,191042,41,4659,ESTUDIOS,169957,0.24,ajarretteei,Lurín,2023-07-30 23:46:29
524,Carrie,Escalera,cescaleraej@newsvine.com,Genderfluid,55,190 168 7332,DNI,65879467,true,,INVESTIGADO,true,Human Resources Manager,null,null,141845,true,8889,false,0.34,13113,23263,36,646,ESTUDIOS,253935,0.45,cescaleraej,Magdalena del mar,2023-07-30 23:46:29
525,Marijn,Screech,,Male,43,648 398 1183,CE,93880531,true,Breña,INVESTIGADO,true,VP Marketing,null,null,119293,false,null,false,0.35,15342,254634,31,8214,ESTUDIOS,239260,0.4,mscreechek,San Juan de Lurigancho,2023-07-30 23:46:29
526,Chan,Boagey,cboageyel@techcrunch.com,Male,63,,DNI,28087558,true,Rímac,INVESTIGADO,true,Nuclear Power Engineer,null,null,995747,true,23075,false,0.24,49302,16200,15,1080,HIPOTECARIO,6608,0.38,cboageyel,Santiago de Surco,2023-07-30 23:46:29
527,Murry,Ruck,mruckem@cargocollective.com,Male,34,,CE,54112651,true,San borja,APROBADO,false,Media Manager IV,Realpoint,Finance,676812,false,null,false,0.66,66884,17493,23,760,VEHICULAR,251679,0.49,mruckem,Carabayllo,2023-07-30 23:46:29
528,Anne-corinne,Powderham,apowderhamen@cnn.com,Female,46,982 934 4061,CE,17908232,true,San isidro,APROBADO,true,Accountant IV,null,null,503156,true,36275,false,0.59,34240,241850,16,15115,HIPOTECARIO,137706,0.62,apowderhamen,Villa el Salvador,2023-07-30 23:46:29
529,Baron,Veltmann,bveltmanneo@auda.org.au,Male,34,,DNI,48764464,false,Ancón,RECHAZADO,false,Cost Accountant,Bluezoom,Basic Industries,131889,false,null,false,0.18,91868,264332,19,13912,COMERCIAL,150561,0.65,bveltmanneo,Comas,2023-07-30 23:46:29
530,Zach,Calder,zcalderep@jiathis.com,Male,21,117 371 5834,DNI,67125211,false,Chorrillos,RECHAZADO,true,Database Administrator I,null,,423559,true,68678,false,0.74,56012,145867,43,3392,HIPOTECARIO,136510,0.61,zcalderep,Chaclacayo,2023-07-30 23:46:29
531,Florella,Santen,fsanteneq@fc2.com,Female,25,649 472 2281,PASSPORT,40224393,true,Pachacámac,INVESTIGADO,false,Administrative Officer,Chatterpoint,,16503,true,94655,true,0.51,51175,150520,48,3135,ESTUDIOS,174560,0.21,fsanteneq,Chorrillos,2023-07-30 23:46:29
532,Denney,Trethowan,dtrethowaner@youtu.be,Male,64,415 497 9501,PASSPORT,96171150,true,Lurín,RECHAZADO,false,Marketing Assistant,Tambee,n/a,648918,true,1644,false,0.2,92547,299414,43,6963,COMERCIAL,130237,0.64,dtrethowaner,Santa Rosa,2023-07-30 23:46:29
533,Baily,Joel,bjoeles@altervista.org,Non-binary,20,903 437 3304,DNI,67544868,false,San isidro,APROBADO,true,Developer I,null,null,629908,true,23033,true,0.64,28076,203657,28,7273,HIPOTECARIO,165517,0.62,bjoeles,San Martin de Porres,2023-07-30 23:46:29
534,Tania,Shillington,tshillingtonet@harvard.edu,Agender,60,,CE,32499733,false,Lince,APROBADO,false,Assistant Manager,Kamba,Miscellaneous,37256,false,null,true,0.24,51045,237480,21,11308,PERSONAL,210458,0.25,tshillingtonet,Santa María del Mar,2023-07-30 23:46:29
535,Lauree,Basden,lbasdeneu@ftc.gov,Female,37,244 130 9076,DNI,66644214,true,,INVESTIGADO,false,Community Outreach Specialist,Tagopia,n/a,599753,true,87353,false,0.98,70814,127474,38,3354,PERSONAL,237941,0.41,lbasdeneu,Lince,2023-07-30 23:46:29
536,Leonora,Bowry,lbowryev@epa.gov,Female,32,492 325 3367,CE,29247297,false,Carabayllo,APROBADO,false,Accounting Assistant I,Trupe,Health Care,19798,true,4721,true,0.93,99328,36342,44,825,ESTUDIOS,69790,0.27,lbowryev,Cercado de Lima,2023-07-30 23:46:29
537,Ingmar,Farnill,ifarnillew@goodreads.com,Male,59,799 401 2445,CE,71272514,false,San Juan de Lurigancho,APROBADO,true,Web Developer I,null,null,154302,false,null,false,0.45,36446,37109,37,1002,ESTUDIOS,42904,0.33,ifarnillew,Villa el Salvador,2023-07-30 23:46:29
538,Kira,Eckh,,Female,20,541 416 9677,PASSPORT,91855920,false,San Martin de Porres,RECHAZADO,false,Professor,Jetwire,n/a,927182,false,null,false,0.42,91805,114706,44,2606,PERSONAL,9120,0.26,keckhex,San bartolo,2023-07-30 23:46:29
539,Kyla,Ovey,koveyey@china.com.cn,Female,55,486 741 1588,CE,77918289,true,Carabayllo,INVESTIGADO,true,Help Desk Technician,null,null,838314,true,20031,false,0.59,23339,128238,15,8549,VEHICULAR,22350,0.43,koveyey,Chaclacayo,2023-07-30 23:46:29
540,Bil,Paolino,bpaolinoez@harvard.edu,Male,60,280 272 0356,DNI,73473838,true,Magdalena del mar,INVESTIGADO,false,Editor,Skynoodle,Health Care,786845,true,68700,true,0.57,87453,117445,53,2215,ESTUDIOS,203302,0.42,bpaolinoez,Pachacámac,2023-07-30 23:46:29
541,Trish,Flather,tflatherf0@google.cn,Female,28,718 314 7742,DNI,42554610,false,Lurigancho,INVESTIGADO,true,Accounting Assistant I,null,,188200,false,null,true,0.71,62488,235401,60,3923,COMERCIAL,231589,0.47,tflatherf0,Puente piedra,2023-07-30 23:46:29
542,Julienne,Sobtka,jsobtkaf1@mtv.com,Female,30,558 852 6575,DNI,93986599,true,,INVESTIGADO,false,Account Coordinator,Rooxo,Technology,336006,false,null,false,0.98,56647,294686,53,5560,HIPOTECARIO,235192,0.12,jsobtkaf1,La molina,2023-07-30 23:46:29
543,Dawn,Glancey,dglanceyf2@vk.com,Female,29,,CE,43070895,false,Carabayllo,RECHAZADO,true,Staff Accountant III,null,null,565068,true,79915,true,0.75,56836,107133,22,4869,PERSONAL,49132,0.26,dglanceyf2,Chorrillos,2023-07-30 23:46:29
544,Lorry,Jenkins,ljenkinsf3@free.fr,Female,35,640 386 7191,CE,11741274,true,Barranco,INVESTIGADO,true,Accounting Assistant III,null,null,272311,true,92999,false,0.82,96640,19997,20,999,PERSONAL,78277,0.64,ljenkinsf3,Lurigancho,2023-07-30 23:46:29
545,Joachim,Kenderdine,jkenderdinef4@jugem.jp,Male,61,356 658 4002,CE,71628896,false,Rímac,APROBADO,false,Senior Quality Engineer,Skiptube,Finance,23267,true,94721,true,0.28,84274,150168,32,4692,COMERCIAL,245630,0.35,,Chorrillos,2023-07-30 23:46:29
546,Burk,Baudic,bbaudicf5@feedburner.com,Male,52,830 769 7291,PASSPORT,57047909,false,Rímac,INVESTIGADO,false,Programmer I,Browsecat,Basic Industries,666869,true,69695,true,0.83,97434,142237,34,4183,ESTUDIOS,13049,0.21,,San Miguel,2023-07-30 23:46:29
547,Ara,Clow,aclowf6@ameblo.jp,Female,27,825 550 0760,PASSPORT,71897941,true,Pueblo libre,APROBADO,true,Cost Accountant,null,null,514840,false,null,false,0.58,90988,169970,34,4999,COMERCIAL,223549,0.23,aclowf6,Villa Maria del Triunfo,2023-07-30 23:46:29
548,Rea,Masdin,rmasdinf7@google.com.br,Female,62,983 438 3037,PASSPORT,30093733,true,La victoria,RECHAZADO,false,Programmer Analyst IV,Yabox,Public Utilities,54982,true,23262,false,0.63,44636,271748,24,11322,VEHICULAR,58023,0.15,rmasdinf7,Puente piedra,2023-07-30 23:46:29
549,Siusan,Coghill,,Female,51,287 820 3209,DNI,74797366,true,Puente piedra,RECHAZADO,false,Recruiting Manager,Jetpulse,Basic Industries,228432,true,46522,true,0.95,69786,130843,55,2378,PERSONAL,67554,0.19,scoghillf8,Magdalena del mar,2023-07-30 23:46:29
550,Isidro,Smallthwaite,ismallthwaitef9@hao123.com,Male,50,505 976 8413,DNI,18139292,false,Breña,RECHAZADO,true,Human Resources Assistant IV,null,null,354561,false,null,true,0.26,54526,161986,16,10124,PERSONAL,176097,0.41,ismallthwaitef9,Rímac,2023-07-30 23:46:29
551,Zackariah,Shilston,zshilstonfa@skyrock.com,Male,19,929 139 7033,DNI,94300804,true,Pucusana,APROBADO,false,Web Designer III,Realblab,Health Care,289897,false,null,true,0.76,38649,296708,24,12362,VEHICULAR,66008,0.36,zshilstonfa,El agustino,2023-07-30 23:46:30
